Sent At,Direction
"6/1/20, 3:59 AM",OUTGOING
"6/1/20, 3:59 AM",OUTGOING
"6/1/20, 3:59 AM",OUTGOING
"6/1/20, 3:59 AM",OUTGOING
"5/31/20, 2:19 PM",OUTGOING
"5/31/20, 4:39 AM",OUTGOING
"5/31/20, 4:39 AM",OUTGOING
"5/31/20, 4:38 AM",OUTGOING
"5/30/20, 4:54 PM",OUTGOING
"5/30/20, 11:20 AM",OUTGOING
"5/30/20, 11:19 AM",OUTGOING
"5/30/20, 11:20 AM",OUTGOING
"5/30/20, 11:19 AM",OUTGOING
"5/30/20, 11:19 AM",OUTGOING
"5/29/20, 1:41 PM",OUTGOING
"5/29/20, 1:11 PM",OUTGOING
"5/29/20, 1:06 PM",OUTGOING
"5/29/20, 1:06 PM",OUTGOING
"5/29/20, 1:51 AM",OUTGOING
"5/27/20, 6:37 AM",OUTGOING
"5/26/20, 1:14 PM",OUTGOING
"5/26/20, 8:39 AM",OUTGOING
"5/26/20, 8:39 AM",OUTGOING
"5/26/20, 8:39 AM",OUTGOING
"5/26/20, 8:39 AM",OUTGOING
"5/26/20, 8:38 AM",OUTGOING
"5/26/20, 6:23 AM",OUTGOING
"5/26/20, 6:13 AM",OUTGOING
"5/26/20, 5:58 AM",OUTGOING
"5/26/20, 5:57 AM",OUTGOING
"5/25/20, 10:44 PM",OUTGOING
"5/25/20, 10:44 PM",OUTGOING
"5/25/20, 11:21 AM",OUTGOING
"5/25/20, 12:23 AM",OUTGOING
"5/24/20, 4:21 AM",OUTGOING
"5/21/20, 10:44 PM",OUTGOING
"5/21/20, 10:36 PM",OUTGOING
"5/21/20, 4:47 AM",OUTGOING
"5/21/20, 4:42 AM",OUTGOING
"5/19/20, 9:46 PM",OUTGOING
"5/19/20, 9:45 PM",OUTGOING
"5/19/20, 5:21 AM",OUTGOING
"5/19/20, 5:18 AM",OUTGOING
"5/19/20, 12:27 AM",OUTGOING
"5/19/20, 12:27 AM",OUTGOING
"5/18/20, 8:39 PM",OUTGOING
"5/18/20, 8:27 PM",OUTGOING
"5/18/20, 8:19 PM",OUTGOING
"5/18/20, 8:19 PM",OUTGOING
"5/18/20, 8:19 PM",OUTGOING
"5/18/20, 8:11 PM",OUTGOING
"5/18/20, 8:10 PM",OUTGOING
"5/18/20, 8:10 PM",OUTGOING
"5/18/20, 8:07 PM",OUTGOING
"5/18/20, 8:06 PM",OUTGOING
"5/18/20, 8:06 PM",OUTGOING
"5/18/20, 8:06 PM",OUTGOING
"5/18/20, 6:53 PM",OUTGOING
"5/18/20, 1:20 AM",OUTGOING
"5/17/20, 8:22 PM",OUTGOING
"5/17/20, 8:20 PM",OUTGOING
"5/15/20, 7:43 PM",OUTGOING
"5/15/20, 7:38 PM",OUTGOING
"5/15/20, 7:38 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:37 PM",OUTGOING
"5/15/20, 7:32 PM",OUTGOING
"5/15/20, 7:32 PM",OUTGOING
"5/15/20, 7:24 PM",OUTGOING
"5/15/20, 7:23 PM",OUTGOING
"5/15/20, 3:04 PM",OUTGOING
"5/15/20, 8:56 AM",OUTGOING
"5/13/20, 9:49 AM",OUTGOING
"5/13/20, 9:46 AM",OUTGOING
"5/13/20, 9:46 AM",OUTGOING
"5/13/20, 9:46 AM",OUTGOING
"5/13/20, 9:46 AM",OUTGOING
"5/13/20, 9:45 AM",OUTGOING
"5/13/20, 9:45 AM",OUTGOING
"5/13/20, 9:44 AM",OUTGOING
"5/12/20, 9:58 AM",OUTGOING
"5/12/20, 9:58 AM",OUTGOING
"5/12/20, 9:57 AM",OUTGOING
"5/12/20, 9:58 AM",OUTGOING
"5/12/20, 9:56 AM",OUTGOING
"5/12/20, 9:54 AM",OUTGOING
"5/12/20, 9:50 AM",OUTGOING
"5/12/20, 9:50 AM",OUTGOING
"5/11/20, 9:34 AM",OUTGOING
"5/11/20, 9:26 AM",OUTGOING
"5/10/20, 12:06 PM",OUTGOING
"5/10/20, 12:03 AM",OUTGOING
"5/9/20, 11:55 PM",OUTGOING
"5/9/20, 9:32 PM",OUTGOING
"5/9/20, 9:32 PM",OUTGOING
"5/9/20, 9:32 PM",OUTGOING
"5/9/20, 9:32 PM",OUTGOING
"5/9/20, 9:32 PM",OUTGOING
"5/9/20, 9:31 PM",OUTGOING
"5/9/20, 8:15 PM",OUTGOING
"5/9/20, 8:15 PM",OUTGOING
"5/8/20, 4:58 PM",OUTGOING
"5/8/20, 10:21 AM",OUTGOING
"5/8/20, 10:20 AM",OUTGOING
"5/8/20, 9:27 AM",OUTGOING
"5/7/20, 5:47 PM",OUTGOING
"5/7/20, 5:46 PM",OUTGOING
"5/7/20, 8:48 AM",OUTGOING
"5/7/20, 6:19 AM",OUTGOING
"5/7/20, 6:18 AM",OUTGOING
"5/7/20, 5:36 AM",OUTGOING
"5/7/20, 2:46 AM",OUTGOING
"5/7/20, 2:46 AM",OUTGOING
"5/7/20, 12:02 AM",OUTGOING
"5/6/20, 11:55 PM",OUTGOING
"5/6/20, 11:41 PM",OUTGOING
"5/6/20, 2:34 PM",OUTGOING
"5/6/20, 2:34 PM",OUTGOING
"5/6/20, 2:34 PM",OUTGOING
"5/6/20, 2:33 PM",OUTGOING
"5/6/20, 11:22 AM",OUTGOING
"5/6/20, 11:21 AM",OUTGOING
"5/6/20, 11:20 AM",OUTGOING
"5/6/20, 11:20 AM",OUTGOING
"5/6/20, 3:20 AM",OUTGOING
"5/4/20, 10:59 AM",OUTGOING
"5/4/20, 10:59 AM",OUTGOING
"5/4/20, 9:51 AM",OUTGOING
"5/4/20, 9:51 AM",OUTGOING
"5/4/20, 8:32 AM",OUTGOING
"5/4/20, 2:41 AM",OUTGOING
"5/4/20, 2:40 AM",OUTGOING
"5/4/20, 2:38 AM",OUTGOING
"5/3/20, 3:53 PM",OUTGOING
"5/3/20, 6:14 AM",OUTGOING
"5/3/20, 1:33 AM",OUTGOING
"5/3/20, 1:31 AM",OUTGOING
"5/3/20, 1:03 AM",OUTGOING
"5/3/20, 1:02 AM",OUTGOING
"5/3/20, 12:55 AM",OUTGOING
"5/3/20, 12:22 AM",OUTGOING
"5/2/20, 2:16 PM",OUTGOING
"5/2/20, 8:34 AM",OUTGOING
"5/2/20, 8:20 AM",OUTGOING
"5/1/20, 11:44 AM",OUTGOING
"4/28/20, 12:16 PM",OUTGOING
"4/27/20, 2:05 PM",OUTGOING
"4/26/20, 8:43 PM",OUTGOING
"4/25/20, 3:26 AM",OUTGOING
"4/16/20, 5:57 AM",OUTGOING
"4/11/20, 11:41 PM",OUTGOING
"4/11/20, 6:02 PM",OUTGOING
"4/11/20, 6:02 PM",OUTGOING
"4/11/20, 6:02 PM",OUTGOING
"4/11/20, 6:01 PM",OUTGOING
"4/11/20, 6:02 PM",OUTGOING
"4/11/20, 5:38 PM",OUTGOING
"4/11/20, 10:50 AM",OUTGOING
"4/7/20, 2:27 PM",OUTGOING
"3/22/20, 6:07 AM",OUTGOING
"3/22/20, 6:06 AM",OUTGOING
"3/21/20, 6:41 PM",OUTGOING
"3/8/20, 4:34 AM",OUTGOING
"3/8/20, 4:33 AM",OUTGOING
"3/1/20, 7:49 PM",OUTGOING
"2/20/20, 1:01 PM",OUTGOING
"2/11/20, 10:07 AM",OUTGOING
"1/24/20, 11:14 AM",OUTGOING
"1/20/20, 11:01 AM",OUTGOING
"1/8/20, 5:15 PM",OUTGOING
"1/7/20, 5:28 AM",OUTGOING
"12/21/19, 9:32 AM",OUTGOING
"12/14/19, 10:58 AM",OUTGOING
"12/14/19, 3:57 AM",OUTGOING
"10/21/20, 9:38 AM",INCOMING
"10/21/20, 6:20 AM",INCOMING
"10/21/20, 12:03 AM",INCOMING
"10/20/20, 11:52 PM",INCOMING
"10/20/20, 7:30 PM",INCOMING
"10/20/20, 1:01 PM",INCOMING
"10/20/20, 6:12 AM",INCOMING
"10/19/20, 9:05 AM",INCOMING
"10/19/20, 8:42 AM",INCOMING
"10/18/20, 8:34 AM",INCOMING
"10/17/20, 1:10 PM",INCOMING
"10/16/20, 6:31 AM",INCOMING
"10/16/20, 6:21 AM",INCOMING
"10/16/20, 4:34 AM",INCOMING
"10/16/20, 4:23 AM",INCOMING
"10/16/20, 2:51 AM",INCOMING
"10/15/20, 2:24 PM",INCOMING
"10/14/20, 9:27 PM",INCOMING
"10/14/20, 8:23 AM",INCOMING
"10/14/20, 12:26 AM",INCOMING
"10/12/20, 9:14 PM",INCOMING
"10/12/20, 9:02 PM",INCOMING
"10/12/20, 8:46 AM",INCOMING
"10/12/20, 5:08 AM",INCOMING
"10/12/20, 3:45 AM",INCOMING
"10/11/20, 12:20 PM",INCOMING
"10/11/20, 7:47 AM",INCOMING
"10/11/20, 3:07 AM",INCOMING
"10/10/20, 5:40 AM",INCOMING
"10/9/20, 11:40 PM",INCOMING
"10/8/20, 8:57 PM",INCOMING
"10/8/20, 10:57 AM",INCOMING
"10/8/20, 9:13 AM",INCOMING
"10/8/20, 6:52 AM",INCOMING
"10/8/20, 2:01 AM",INCOMING
"10/8/20, 1:37 AM",INCOMING
"10/7/20, 9:55 PM",INCOMING
"10/7/20, 7:10 PM",INCOMING
"10/7/20, 5:08 AM",INCOMING
"10/7/20, 2:20 AM",INCOMING
"10/6/20, 10:30 AM",INCOMING
"10/6/20, 9:40 AM",INCOMING
"10/6/20, 2:21 AM",INCOMING
"10/5/20, 12:52 AM",INCOMING
"10/4/20, 7:40 PM",INCOMING
"10/4/20, 8:26 AM",INCOMING
"10/3/20, 8:10 PM",INCOMING
"10/3/20, 1:40 PM",INCOMING
"10/2/20, 9:10 PM",INCOMING
"10/2/20, 11:41 AM",INCOMING
"10/1/20, 11:05 PM",INCOMING
"10/1/20, 8:40 AM",INCOMING
"10/1/20, 6:08 AM",INCOMING
"9/30/20, 11:21 PM",INCOMING
"9/30/20, 8:15 PM",INCOMING
"9/30/20, 1:59 AM",INCOMING
"9/29/20, 6:13 AM",INCOMING
"9/29/20, 5:48 AM",INCOMING
"9/29/20, 3:11 AM",INCOMING
"9/28/20, 12:31 PM",INCOMING
"9/28/20, 5:30 AM",INCOMING
"9/26/20, 8:35 AM",INCOMING
"9/26/20, 5:48 AM",INCOMING
"9/25/20, 3:55 PM",INCOMING
"9/24/20, 11:02 PM",INCOMING
"9/24/20, 6:42 AM",INCOMING
"9/24/20, 1:53 AM",INCOMING
"9/23/20, 11:14 PM",INCOMING
"9/23/20, 4:11 PM",INCOMING
"9/23/20, 12:44 AM",INCOMING
"9/23/20, 12:29 AM",INCOMING
"9/22/20, 8:12 PM",INCOMING
"9/22/20, 6:29 PM",INCOMING
"9/22/20, 12:11 AM",INCOMING
"9/21/20, 9:16 PM",INCOMING
"9/21/20, 5:33 AM",INCOMING
"9/21/20, 4:59 AM",INCOMING
"9/21/20, 4:34 AM",INCOMING
"9/20/20, 9:19 AM",INCOMING
"9/20/20, 6:26 AM",INCOMING
"9/20/20, 2:04 AM",INCOMING
"9/19/20, 8:06 AM",INCOMING
"9/19/20, 1:01 AM",INCOMING
"9/18/20, 1:00 PM",INCOMING
"9/18/20, 11:09 AM",INCOMING
"9/18/20, 7:01 AM",INCOMING
"9/18/20, 12:28 AM",INCOMING
"9/17/20, 5:41 AM",INCOMING
"9/16/20, 10:56 AM",INCOMING
"9/16/20, 6:48 AM",INCOMING
"9/16/20, 5:00 AM",INCOMING
"9/15/20, 3:58 PM",INCOMING
"9/14/20, 8:57 PM",INCOMING
"9/14/20, 12:02 PM",INCOMING
"9/14/20, 4:43 AM",INCOMING
"9/14/20, 12:17 AM",INCOMING
"9/13/20, 11:35 PM",INCOMING
"9/13/20, 10:37 AM",INCOMING
"7/27/20, 1:10 AM",INCOMING
"9/13/20, 3:41 AM",INCOMING
"9/13/20, 2:18 AM",INCOMING
"9/12/20, 10:48 AM",INCOMING
"9/12/20, 6:23 AM",INCOMING
"9/12/20, 5:10 AM",INCOMING
"9/12/20, 12:50 AM",INCOMING
"9/12/20, 12:50 AM",INCOMING
"9/12/20, 12:08 AM",INCOMING
"9/11/20, 11:36 PM",INCOMING
"9/11/20, 10:32 AM",INCOMING
"9/10/20, 10:29 AM",INCOMING
"9/10/20, 9:06 AM",INCOMING
"9/9/20, 4:53 AM",INCOMING
"9/9/20, 1:31 AM",INCOMING
"9/8/20, 10:31 PM",INCOMING
"9/8/20, 8:25 PM",INCOMING
"9/8/20, 9:33 AM",INCOMING
"9/8/20, 7:18 AM",INCOMING
"9/8/20, 3:59 AM",INCOMING
"9/7/20, 8:49 PM",INCOMING
"9/7/20, 4:01 AM",INCOMING
"9/5/20, 11:36 PM",INCOMING
"9/5/20, 11:50 AM",INCOMING
"9/5/20, 10:38 AM",INCOMING
"9/4/20, 10:22 PM",INCOMING
"9/4/20, 10:20 AM",INCOMING
"9/4/20, 1:37 AM",INCOMING
"9/3/20, 11:01 AM",INCOMING
"9/3/20, 10:10 AM",INCOMING
"9/3/20, 1:20 AM",INCOMING
"9/2/20, 9:02 PM",INCOMING
"9/2/20, 7:39 PM",INCOMING
"9/2/20, 1:25 AM",INCOMING
"9/1/20, 5:44 AM",INCOMING
"8/31/20, 1:55 PM",INCOMING
"8/31/20, 11:28 AM",INCOMING
"8/31/20, 9:13 AM",INCOMING
"8/31/20, 4:25 AM",INCOMING
"8/31/20, 12:44 AM",INCOMING
"8/30/20, 9:52 PM",INCOMING
"8/30/20, 7:33 AM",INCOMING
"8/29/20, 11:19 PM",INCOMING
"8/29/20, 9:33 PM",INCOMING
"8/28/20, 7:42 PM",INCOMING
"8/28/20, 1:43 AM",INCOMING
"8/28/20, 1:00 AM",INCOMING
"8/28/20, 12:00 AM",INCOMING
"8/27/20, 11:40 AM",INCOMING
"8/27/20, 11:13 AM",INCOMING
"8/27/20, 10:58 AM",INCOMING
"8/27/20, 6:10 AM",INCOMING
"8/27/20, 4:58 AM",INCOMING
"8/26/20, 10:15 PM",INCOMING
"8/26/20, 9:23 PM",INCOMING
"8/26/20, 5:57 PM",INCOMING
"8/26/20, 5:12 AM",INCOMING
"8/25/20, 8:20 PM",INCOMING
"8/25/20, 5:49 AM",INCOMING
"8/25/20, 1:16 AM",INCOMING
"8/24/20, 8:29 AM",INCOMING
"8/23/20, 11:31 PM",INCOMING
"8/23/20, 2:45 PM",INCOMING
"8/23/20, 3:28 AM",INCOMING
"8/22/20, 8:31 PM",INCOMING
"8/22/20, 8:06 PM",INCOMING
"8/22/20, 8:00 PM",INCOMING
"8/22/20, 1:58 AM",INCOMING
"8/22/20, 12:11 AM",INCOMING
"8/21/20, 7:14 AM",INCOMING
"8/20/20, 1:06 PM",INCOMING
"8/20/20, 10:07 AM",INCOMING
"8/20/20, 4:52 AM",INCOMING
"8/19/20, 8:12 PM",INCOMING
"8/19/20, 9:53 AM",INCOMING
"8/19/20, 9:33 AM",INCOMING
"8/19/20, 7:13 AM",INCOMING
"8/19/20, 6:58 AM",INCOMING
"8/18/20, 5:51 PM",INCOMING
"8/18/20, 9:22 AM",INCOMING
"8/18/20, 7:58 AM",INCOMING
"8/18/20, 6:26 AM",INCOMING
"8/17/20, 5:07 AM",INCOMING
"8/17/20, 2:35 AM",INCOMING
"8/17/20, 1:25 AM",INCOMING
"8/16/20, 11:58 AM",INCOMING
"8/16/20, 12:03 AM",INCOMING
"8/15/20, 4:49 PM",INCOMING
"8/15/20, 1:12 PM",INCOMING
"8/15/20, 6:39 AM",INCOMING
"8/14/20, 10:59 PM",INCOMING
"8/14/20, 11:52 AM",INCOMING
"8/14/20, 9:45 AM",INCOMING
"8/14/20, 7:59 AM",INCOMING
"8/14/20, 12:15 AM",INCOMING
"8/13/20, 7:42 AM",INCOMING
"8/13/20, 5:24 AM",INCOMING
"8/12/20, 11:06 PM",INCOMING
"8/9/20, 8:18 PM",INCOMING
"8/3/20, 12:36 AM",INCOMING
"8/13/20, 7:57 AM",INCOMING
"8/12/20, 11:07 AM",INCOMING
"8/12/20, 1:21 AM",INCOMING
"8/11/20, 10:14 PM",INCOMING
"8/11/20, 8:57 PM",INCOMING
"8/11/20, 7:30 PM",INCOMING
"8/11/20, 8:35 AM",INCOMING
"8/10/20, 11:12 AM",INCOMING
"8/10/20, 10:43 AM",INCOMING
"8/10/20, 4:42 AM",INCOMING
"8/10/20, 1:34 AM",INCOMING
"8/9/20, 11:49 PM",INCOMING
"8/9/20, 5:26 AM",INCOMING
"8/9/20, 2:23 AM",INCOMING
"8/9/20, 1:39 AM",INCOMING
"8/8/20, 5:46 PM",INCOMING
"8/8/20, 6:48 AM",INCOMING
"8/6/20, 11:16 AM",INCOMING
"8/6/20, 9:47 AM",INCOMING
"8/6/20, 3:24 AM",INCOMING
"8/5/20, 10:59 PM",INCOMING
"8/5/20, 10:42 AM",INCOMING
"8/4/20, 11:14 PM",INCOMING
"8/4/20, 9:55 PM",INCOMING
"8/3/20, 11:12 AM",INCOMING
"8/3/20, 9:07 AM",INCOMING
"8/3/20, 8:24 AM",INCOMING
"8/3/20, 2:46 AM",INCOMING
"8/2/20, 9:12 PM",INCOMING
"8/2/20, 10:45 AM",INCOMING
"8/2/20, 2:23 AM",INCOMING
"8/1/20, 8:23 PM",INCOMING
"8/1/20, 9:51 AM",INCOMING
"8/1/20, 6:33 AM",INCOMING
"7/31/20, 1:21 PM",INCOMING
"7/31/20, 10:50 AM",INCOMING
"7/31/20, 10:38 AM",INCOMING
"7/30/20, 9:38 PM",INCOMING
"7/30/20, 10:35 AM",INCOMING
"7/29/20, 9:53 PM",INCOMING
"7/29/20, 7:51 AM",INCOMING
"7/29/20, 7:37 AM",INCOMING
"7/29/20, 1:47 AM",INCOMING
"7/28/20, 11:31 PM",INCOMING
"7/28/20, 5:05 PM",INCOMING
"7/28/20, 11:32 AM",INCOMING
"7/28/20, 7:16 AM",INCOMING
"7/27/20, 10:17 AM",INCOMING
"7/26/20, 8:38 PM",INCOMING
"7/26/20, 6:04 AM",INCOMING
"7/26/20, 6:00 AM",INCOMING
"7/25/20, 3:47 AM",INCOMING
"7/25/20, 1:39 AM",INCOMING
"7/24/20, 5:49 AM",INCOMING
"7/24/20, 2:29 AM",INCOMING
"7/24/20, 1:48 AM",INCOMING
"7/24/20, 1:17 AM",INCOMING
"7/23/20, 9:18 AM",INCOMING
"7/23/20, 8:02 AM",INCOMING
"7/23/20, 7:14 AM",INCOMING
"7/22/20, 5:04 AM",INCOMING
"7/22/20, 4:19 AM",INCOMING
"7/22/20, 3:13 AM",INCOMING
"7/21/20, 10:21 PM",INCOMING
"7/21/20, 9:36 PM",INCOMING
"7/21/20, 8:55 PM",INCOMING
"7/21/20, 12:55 PM",INCOMING
"7/21/20, 4:43 AM",INCOMING
"7/21/20, 2:17 AM",INCOMING
"7/20/20, 10:07 AM",INCOMING
"7/20/20, 6:11 AM",INCOMING
"7/20/20, 2:27 AM",INCOMING
"7/19/20, 8:34 PM",INCOMING
"7/19/20, 11:21 AM",INCOMING
"7/19/20, 5:13 AM",INCOMING
"7/18/20, 9:53 AM",INCOMING
"7/18/20, 1:14 AM",INCOMING
"7/17/20, 10:38 PM",INCOMING
"7/17/20, 7:08 PM",INCOMING
"7/17/20, 10:00 AM",INCOMING
"7/17/20, 7:58 AM",INCOMING
"7/17/20, 7:30 AM",INCOMING
"7/16/20, 5:36 AM",INCOMING
"7/15/20, 9:15 PM",INCOMING
"7/15/20, 1:54 PM",INCOMING
"7/15/20, 7:34 AM",INCOMING
