Sent At,Direction
"7/15/20, 6:00 AM",INCOMING
"7/14/20, 8:28 PM",INCOMING
"7/14/20, 12:56 PM",INCOMING
"7/14/20, 9:38 AM",INCOMING
"7/14/20, 6:45 AM",INCOMING
"7/14/20, 6:01 AM",INCOMING
"7/14/20, 3:07 AM",INCOMING
"7/14/20, 1:30 AM",INCOMING
"7/13/20, 5:43 PM",INCOMING
"7/13/20, 5:39 AM",INCOMING
"7/13/20, 4:34 AM",INCOMING
"7/12/20, 11:57 PM",INCOMING
"7/12/20, 11:59 AM",INCOMING
"7/12/20, 5:39 AM",INCOMING
"7/11/20, 1:06 PM",INCOMING
"7/11/20, 10:38 AM",INCOMING
"7/11/20, 9:09 AM",INCOMING
"7/11/20, 4:55 AM",INCOMING
"7/10/20, 11:48 PM",INCOMING
"7/10/20, 8:32 PM",INCOMING
"7/10/20, 3:20 PM",INCOMING
"7/10/20, 5:34 AM",INCOMING
"7/10/20, 3:02 AM",INCOMING
"7/9/20, 8:25 PM",INCOMING
"7/9/20, 6:53 PM",INCOMING
"7/9/20, 9:31 AM",INCOMING
"7/9/20, 6:54 AM",INCOMING
"7/9/20, 5:03 AM",INCOMING
"7/9/20, 3:09 AM",INCOMING
"7/9/20, 3:08 AM",INCOMING
"7/9/20, 2:37 AM",INCOMING
"7/9/20, 1:57 AM",INCOMING
"7/8/20, 11:00 PM",INCOMING
"7/8/20, 9:28 PM",INCOMING
"7/8/20, 9:13 PM",INCOMING
"7/8/20, 8:58 PM",INCOMING
"7/8/20, 7:31 AM",INCOMING
"7/8/20, 12:02 AM",INCOMING
"7/7/20, 11:10 PM",INCOMING
"7/7/20, 9:59 PM",INCOMING
"7/7/20, 5:41 PM",INCOMING
"7/7/20, 2:23 PM",INCOMING
"7/7/20, 6:29 AM",INCOMING
"7/6/20, 11:55 PM",INCOMING
"7/6/20, 11:13 AM",INCOMING
"7/6/20, 6:53 AM",INCOMING
"7/6/20, 5:42 AM",INCOMING
"7/6/20, 5:10 AM",INCOMING
"7/6/20, 4:19 AM",INCOMING
"7/5/20, 11:28 PM",INCOMING
"7/5/20, 7:49 PM",INCOMING
"7/4/20, 10:42 PM",INCOMING
"7/4/20, 6:56 PM",INCOMING
"7/4/20, 2:28 PM",INCOMING
"7/4/20, 9:09 AM",INCOMING
"7/3/20, 11:26 AM",INCOMING
"7/3/20, 8:18 AM",INCOMING
"7/3/20, 8:07 AM",INCOMING
"7/3/20, 6:40 AM",INCOMING
"7/3/20, 5:24 AM",INCOMING
"7/3/20, 3:18 AM",INCOMING
"7/3/20, 2:33 AM",INCOMING
"7/3/20, 12:58 AM",INCOMING
"7/3/20, 12:41 AM",INCOMING
"7/2/20, 10:54 AM",INCOMING
"7/2/20, 10:45 AM",INCOMING
"7/1/20, 9:36 PM",INCOMING
"7/1/20, 1:55 PM",INCOMING
"7/1/20, 12:23 PM",INCOMING
"7/1/20, 7:35 AM",INCOMING
"6/30/20, 10:53 PM",INCOMING
"6/30/20, 10:10 PM",INCOMING
"6/30/20, 12:44 PM",INCOMING
"6/30/20, 7:50 AM",INCOMING
"6/30/20, 5:44 AM",INCOMING
"6/30/20, 3:41 AM",INCOMING
"6/30/20, 1:32 AM",INCOMING
"6/30/20, 1:03 AM",INCOMING
"6/29/20, 10:51 PM",INCOMING
"6/29/20, 8:05 PM",INCOMING
"6/29/20, 10:50 AM",INCOMING
"6/29/20, 10:42 AM",INCOMING
"6/29/20, 8:44 AM",INCOMING
"6/28/20, 10:38 AM",INCOMING
"6/27/20, 8:32 AM",INCOMING
"6/27/20, 5:55 AM",INCOMING
"6/26/20, 11:51 PM",INCOMING
"6/26/20, 10:28 AM",INCOMING
"6/26/20, 5:06 AM",INCOMING
"6/25/20, 10:29 AM",INCOMING
"6/25/20, 8:12 AM",INCOMING
"6/25/20, 6:07 AM",INCOMING
"6/24/20, 7:01 PM",INCOMING
"6/24/20, 1:43 PM",INCOMING
"6/24/20, 4:50 AM",INCOMING
"6/24/20, 2:41 AM",INCOMING
"6/23/20, 9:11 PM",INCOMING
"6/23/20, 8:38 PM",INCOMING
"6/23/20, 10:14 AM",INCOMING
"6/23/20, 9:32 AM",INCOMING
"6/23/20, 7:28 AM",INCOMING
"6/23/20, 4:51 AM",INCOMING
"6/22/20, 10:37 PM",INCOMING
"6/22/20, 9:27 PM",INCOMING
"6/22/20, 7:35 PM",INCOMING
"6/22/20, 8:18 AM",INCOMING
"6/22/20, 6:04 AM",INCOMING
"6/22/20, 2:42 AM",INCOMING
"6/21/20, 11:14 PM",INCOMING
"6/21/20, 9:49 PM",INCOMING
"6/21/20, 6:39 PM",INCOMING
"6/21/20, 9:55 AM",INCOMING
"6/21/20, 2:48 AM",INCOMING
"6/21/20, 1:08 AM",INCOMING
"6/20/20, 11:09 AM",INCOMING
"6/20/20, 6:54 AM",INCOMING
"6/20/20, 6:30 AM",INCOMING
"6/20/20, 4:35 AM",INCOMING
"6/19/20, 11:30 AM",INCOMING
"6/19/20, 9:32 AM",INCOMING
"6/19/20, 2:27 AM",INCOMING
"6/18/20, 10:13 PM",INCOMING
"6/18/20, 9:08 PM",INCOMING
"6/18/20, 5:58 PM",INCOMING
"6/18/20, 10:32 AM",INCOMING
"6/18/20, 2:01 AM",INCOMING
"6/17/20, 11:21 PM",INCOMING
"6/17/20, 10:10 PM",INCOMING
"6/16/20, 5:28 PM",INCOMING
"6/16/20, 10:18 AM",INCOMING
"6/16/20, 8:45 AM",INCOMING
"6/16/20, 3:00 AM",INCOMING
"6/15/20, 9:26 PM",INCOMING
"6/15/20, 12:20 PM",INCOMING
"6/15/20, 9:23 AM",INCOMING
"6/15/20, 7:32 AM",INCOMING
"6/15/20, 5:52 AM",INCOMING
"6/14/20, 10:19 PM",INCOMING
"6/14/20, 9:04 AM",INCOMING
"6/13/20, 11:44 PM",INCOMING
"6/13/20, 11:31 PM",INCOMING
"6/13/20, 10:57 PM",INCOMING
"6/13/20, 7:59 PM",INCOMING
"6/13/20, 8:31 AM",INCOMING
"6/13/20, 2:18 AM",INCOMING
"6/12/20, 9:42 AM",INCOMING
"6/12/20, 5:16 AM",INCOMING
"6/11/20, 9:40 AM",INCOMING
"6/11/20, 9:04 AM",INCOMING
"6/11/20, 7:26 AM",INCOMING
"6/10/20, 3:56 AM",INCOMING
"6/9/20, 8:07 PM",INCOMING
"6/9/20, 2:31 AM",INCOMING
"6/9/20, 1:33 AM",INCOMING
"6/8/20, 10:57 PM",INCOMING
"6/8/20, 8:47 PM",INCOMING
"6/8/20, 5:20 PM",INCOMING
"6/8/20, 10:05 AM",INCOMING
"6/8/20, 6:28 AM",INCOMING
"6/8/20, 6:24 AM",INCOMING
"6/8/20, 4:57 AM",INCOMING
"6/8/20, 4:43 AM",INCOMING
"6/8/20, 1:40 AM",INCOMING
"6/7/20, 10:10 PM",INCOMING
"6/7/20, 10:11 AM",INCOMING
"6/7/20, 9:52 AM",INCOMING
"6/7/20, 1:20 AM",INCOMING
"6/6/20, 8:17 PM",INCOMING
"6/6/20, 7:47 PM",INCOMING
"6/6/20, 6:49 PM",INCOMING
"6/6/20, 4:12 AM",INCOMING
"6/5/20, 9:16 PM",INCOMING
"6/5/20, 9:39 AM",INCOMING
"6/5/20, 9:21 AM",INCOMING
"6/5/20, 4:58 AM",INCOMING
"6/5/20, 2:24 AM",INCOMING
"6/5/20, 1:16 AM",INCOMING
"6/4/20, 8:13 PM",INCOMING
"6/4/20, 1:31 AM",INCOMING
"6/3/20, 11:15 PM",INCOMING
"6/3/20, 12:55 PM",INCOMING
"6/3/20, 12:20 PM",INCOMING
"6/3/20, 11:00 AM",INCOMING
"6/3/20, 9:28 AM",INCOMING
"6/3/20, 8:31 AM",INCOMING
"6/3/20, 8:09 AM",INCOMING
"6/2/20, 9:35 PM",INCOMING
"6/2/20, 11:25 AM",INCOMING
"6/2/20, 11:12 AM",INCOMING
"6/2/20, 10:34 AM",INCOMING
"6/2/20, 6:41 AM",INCOMING
"6/2/20, 5:46 AM",INCOMING
"6/2/20, 3:31 AM",INCOMING
"6/2/20, 12:41 AM",INCOMING
"6/2/20, 12:27 AM",INCOMING
"6/1/20, 10:27 PM",INCOMING
"6/1/20, 8:57 AM",INCOMING
"5/31/20, 12:15 AM",INCOMING
"5/30/20, 10:04 AM",INCOMING
"5/30/20, 9:58 AM",INCOMING
"5/30/20, 9:15 AM",INCOMING
"5/30/20, 8:48 AM",INCOMING
"5/29/20, 3:33 AM",INCOMING
"5/29/20, 3:00 AM",INCOMING
"5/28/20, 6:02 PM",INCOMING
"5/28/20, 11:45 AM",INCOMING
"5/27/20, 11:11 PM",INCOMING
"5/27/20, 10:46 PM",INCOMING
"5/27/20, 11:37 AM",INCOMING
"5/27/20, 11:18 AM",INCOMING
"5/27/20, 8:45 AM",INCOMING
"5/27/20, 8:33 AM",INCOMING
"5/26/20, 9:00 AM",INCOMING
"5/26/20, 8:03 AM",INCOMING
"5/26/20, 7:51 AM",INCOMING
"5/26/20, 6:11 AM",INCOMING
"5/26/20, 6:08 AM",INCOMING
"5/25/20, 11:20 PM",INCOMING
"5/25/20, 9:33 PM",INCOMING
"5/25/20, 9:20 PM",INCOMING
"5/25/20, 9:02 PM",INCOMING
"5/25/20, 1:26 AM",INCOMING
"5/24/20, 11:50 AM",INCOMING
"5/24/20, 5:01 AM",INCOMING
"5/23/20, 8:26 AM",INCOMING
"5/23/20, 4:06 AM",INCOMING
"5/23/20, 2:51 AM",INCOMING
"5/22/20, 8:41 PM",INCOMING
"5/22/20, 9:10 AM",INCOMING
"5/22/20, 8:05 AM",INCOMING
"5/21/20, 10:13 PM",INCOMING
"5/21/20, 10:35 AM",INCOMING
"5/21/20, 5:22 AM",INCOMING
"5/21/20, 4:14 AM",INCOMING
"5/21/20, 12:58 AM",INCOMING
"5/20/20, 7:26 PM",INCOMING
"5/20/20, 11:37 AM",INCOMING
"5/20/20, 7:02 AM",INCOMING
"5/19/20, 8:44 PM",INCOMING
"5/19/20, 8:39 PM",INCOMING
"5/19/20, 7:33 PM",INCOMING
"5/19/20, 10:21 AM",INCOMING
"5/19/20, 1:38 AM",INCOMING
"5/19/20, 1:19 AM",INCOMING
"5/19/20, 12:04 AM",INCOMING
"5/18/20, 6:10 PM",INCOMING
"5/18/20, 10:24 AM",INCOMING
"5/18/20, 10:01 AM",INCOMING
"5/18/20, 9:18 AM",INCOMING
"5/18/20, 7:13 AM",INCOMING
"5/18/20, 5:48 AM",INCOMING
"5/18/20, 12:51 AM",INCOMING
"5/17/20, 1:22 PM",INCOMING
"5/17/20, 7:50 AM",INCOMING
"5/17/20, 6:09 AM",INCOMING
"5/17/20, 5:48 AM",INCOMING
"5/16/20, 10:11 PM",INCOMING
"5/16/20, 9:09 PM",INCOMING
"5/16/20, 10:26 AM",INCOMING
"5/15/20, 3:08 PM",INCOMING
"5/15/20, 12:25 PM",INCOMING
"5/15/20, 11:06 AM",INCOMING
"5/15/20, 8:01 AM",INCOMING
"5/14/20, 11:46 AM",INCOMING
"5/14/20, 6:45 AM",INCOMING
"5/14/20, 4:05 AM",INCOMING
"5/14/20, 2:47 AM",INCOMING
"5/13/20, 9:21 PM",INCOMING
"5/13/20, 6:42 AM",INCOMING
"5/13/20, 4:44 AM",INCOMING
"5/13/20, 3:49 AM",INCOMING
"5/13/20, 12:53 AM",INCOMING
"5/12/20, 1:43 PM",INCOMING
"5/12/20, 4:36 AM",INCOMING
"5/12/20, 2:48 AM",INCOMING
"5/12/20, 2:21 AM",INCOMING
"5/11/20, 6:39 AM",INCOMING
"5/11/20, 4:40 AM",INCOMING
"5/11/20, 4:07 AM",INCOMING
"5/11/20, 4:00 AM",INCOMING
"5/11/20, 2:56 AM",INCOMING
"5/11/20, 2:20 AM",INCOMING
"5/10/20, 10:37 PM",INCOMING
"5/10/20, 10:22 PM",INCOMING
"5/10/20, 9:54 PM",INCOMING
"5/10/20, 8:19 PM",INCOMING
"5/10/20, 10:42 AM",INCOMING
"5/10/20, 10:25 AM",INCOMING
"5/10/20, 9:35 AM",INCOMING
"5/10/20, 8:59 AM",INCOMING
"5/10/20, 7:16 AM",INCOMING
"5/10/20, 6:36 AM",INCOMING
"5/10/20, 5:55 AM",INCOMING
"5/10/20, 5:36 AM",INCOMING
"5/10/20, 5:21 AM",INCOMING
"5/10/20, 2:17 AM",INCOMING
"5/10/20, 1:05 AM",INCOMING
"5/9/20, 11:18 PM",INCOMING
"5/9/20, 8:03 PM",INCOMING
"5/9/20, 7:41 PM",INCOMING
"5/9/20, 6:04 PM",INCOMING
"5/9/20, 4:42 AM",INCOMING
"5/9/20, 4:37 AM",INCOMING
"5/9/20, 4:21 AM",INCOMING
"5/9/20, 1:37 AM",INCOMING
"5/9/20, 1:04 AM",INCOMING
"5/8/20, 11:42 PM",INCOMING
"5/8/20, 11:17 PM",INCOMING
"5/8/20, 11:06 PM",INCOMING
"5/8/20, 9:39 PM",INCOMING
"5/8/20, 8:30 PM",INCOMING
"5/8/20, 7:38 PM",INCOMING
"5/8/20, 7:01 PM",INCOMING
"5/9/20, 12:49 PM",INCOMING
"5/9/20, 12:22 PM",INCOMING
"5/9/20, 12:00 PM",INCOMING
"5/9/20, 11:55 AM",INCOMING
"5/9/20, 10:38 AM",INCOMING
"5/9/20, 10:37 AM",INCOMING
"5/9/20, 10:18 AM",INCOMING
"5/9/20, 9:54 AM",INCOMING
"5/9/20, 9:33 AM",INCOMING
"5/9/20, 7:17 AM",INCOMING
"5/8/20, 11:35 AM",INCOMING
"5/8/20, 9:43 AM",INCOMING
"5/8/20, 8:33 AM",INCOMING
"5/8/20, 8:03 AM",INCOMING
"5/8/20, 8:02 AM",INCOMING
"5/8/20, 7:59 AM",INCOMING
"5/8/20, 6:47 AM",INCOMING
"5/8/20, 6:03 AM",INCOMING
"5/8/20, 5:03 AM",INCOMING
"5/8/20, 5:01 AM",INCOMING
"5/8/20, 3:40 AM",INCOMING
"5/8/20, 2:40 AM",INCOMING
"5/8/20, 2:00 AM",INCOMING
"5/8/20, 1:17 AM",INCOMING
"5/8/20, 12:00 AM",INCOMING
"5/7/20, 10:20 PM",INCOMING
"5/7/20, 9:59 PM",INCOMING
"5/7/20, 9:44 PM",INCOMING
"5/7/20, 7:37 PM",INCOMING
"5/7/20, 2:21 PM",INCOMING
"5/7/20, 12:23 PM",INCOMING
"5/7/20, 10:23 AM",INCOMING
"5/7/20, 9:20 AM",INCOMING
"5/7/20, 9:07 AM",INCOMING
"5/7/20, 8:38 AM",INCOMING
"5/7/20, 8:19 AM",INCOMING
"5/7/20, 8:15 AM",INCOMING
"5/7/20, 8:06 AM",INCOMING
"5/7/20, 7:03 AM",INCOMING
"5/7/20, 6:45 AM",INCOMING
"5/7/20, 6:38 AM",INCOMING
"5/7/20, 6:25 AM",INCOMING
"5/7/20, 4:46 AM",INCOMING
"5/7/20, 2:31 AM",INCOMING
"5/7/20, 1:42 AM",INCOMING
"5/7/20, 1:40 AM",INCOMING
"5/7/20, 1:24 AM",INCOMING
"5/7/20, 1:08 AM",INCOMING
"5/7/20, 12:37 AM",INCOMING
"5/6/20, 10:55 PM",INCOMING
"5/6/20, 9:24 PM",INCOMING
"5/6/20, 8:47 PM",INCOMING
"5/6/20, 8:16 PM",INCOMING
"5/6/20, 12:26 PM",INCOMING
"5/6/20, 12:00 PM",INCOMING
"5/6/20, 11:04 AM",INCOMING
"5/6/20, 10:01 AM",INCOMING
"5/6/20, 8:47 AM",INCOMING
"5/6/20, 8:05 AM",INCOMING
"5/6/20, 7:40 AM",INCOMING
"5/6/20, 7:25 AM",INCOMING
"5/6/20, 6:45 AM",INCOMING
"5/6/20, 6:25 AM",INCOMING
"5/6/20, 6:23 AM",INCOMING
"5/6/20, 6:12 AM",INCOMING
"5/6/20, 6:05 AM",INCOMING
"5/6/20, 5:37 AM",INCOMING
"5/6/20, 5:32 AM",INCOMING
"5/6/20, 4:57 AM",INCOMING
"5/6/20, 3:56 AM",INCOMING
"5/6/20, 3:37 AM",INCOMING
"5/6/20, 3:26 AM",INCOMING
"5/6/20, 3:02 AM",INCOMING
"5/6/20, 2:48 AM",INCOMING
"5/6/20, 2:24 AM",INCOMING
"5/6/20, 2:12 AM",INCOMING
"5/6/20, 2:08 AM",INCOMING
"5/6/20, 1:41 AM",INCOMING
"5/6/20, 12:43 AM",INCOMING
"5/6/20, 12:26 AM",INCOMING
"5/5/20, 10:34 PM",INCOMING
"5/5/20, 5:58 PM",INCOMING
"5/5/20, 1:28 AM",INCOMING
"5/5/20, 12:42 AM",INCOMING
"5/5/20, 12:40 AM",INCOMING
"5/4/20, 11:44 PM",INCOMING
"5/4/20, 10:21 PM",INCOMING
"5/4/20, 9:00 PM",INCOMING
"5/4/20, 6:32 PM",INCOMING
"5/4/20, 6:18 PM",INCOMING
"5/4/20, 12:26 PM",INCOMING
"5/4/20, 11:07 AM",INCOMING
"5/4/20, 9:27 AM",INCOMING
"5/4/20, 8:55 AM",INCOMING
"5/4/20, 5:39 AM",INCOMING
"5/4/20, 2:40 AM",INCOMING
"5/4/20, 1:31 AM",INCOMING
"5/3/20, 10:42 PM",INCOMING
"5/3/20, 9:37 PM",INCOMING
"5/3/20, 7:44 PM",INCOMING
"5/3/20, 12:12 PM",INCOMING
"5/3/20, 10:20 AM",INCOMING
"5/3/20, 8:23 AM",INCOMING
"5/3/20, 7:30 AM",INCOMING
"5/3/20, 5:43 AM",INCOMING
"5/3/20, 2:33 AM",INCOMING
"5/3/20, 2:13 AM",INCOMING
"5/3/20, 1:15 AM",INCOMING
"5/2/20, 11:46 PM",INCOMING
"5/2/20, 10:23 PM",INCOMING
"5/2/20, 10:11 PM",INCOMING
"5/2/20, 10:08 PM",INCOMING
"5/2/20, 2:37 PM",INCOMING
"5/2/20, 11:59 AM",INCOMING
"5/2/20, 11:59 AM",INCOMING
"5/2/20, 11:37 AM",INCOMING
"5/2/20, 11:07 AM",INCOMING
"5/2/20, 10:44 AM",INCOMING
"5/2/20, 9:53 AM",INCOMING
"5/2/20, 9:16 AM",INCOMING
"5/2/20, 8:50 AM",INCOMING
"5/2/20, 8:05 AM",INCOMING
"5/2/20, 7:04 AM",INCOMING
"5/2/20, 6:36 AM",INCOMING
"5/2/20, 5:20 AM",INCOMING
"5/2/20, 2:43 AM",INCOMING
"5/2/20, 12:42 AM",INCOMING
"5/1/20, 11:15 PM",INCOMING
"5/1/20, 3:54 PM",INCOMING
"5/1/20, 12:41 PM",INCOMING
"5/1/20, 11:34 AM",INCOMING
"5/1/20, 4:48 AM",INCOMING
"5/1/20, 4:40 AM",INCOMING
"5/1/20, 2:07 AM",INCOMING
"5/1/20, 12:06 AM",INCOMING
"4/30/20, 11:06 PM",INCOMING
"4/30/20, 5:56 PM",INCOMING
"4/30/20, 9:35 AM",INCOMING
"4/30/20, 9:24 AM",INCOMING
"4/30/20, 7:34 AM",INCOMING
"4/29/20, 10:43 PM",INCOMING
"4/29/20, 7:06 PM",INCOMING
"4/29/20, 11:40 AM",INCOMING
"4/29/20, 8:27 AM",INCOMING
"4/28/20, 8:24 PM",INCOMING
"4/28/20, 9:54 AM",INCOMING
"4/28/20, 8:05 AM",INCOMING
"4/28/20, 2:57 AM",INCOMING
"4/28/20, 2:54 AM",INCOMING
"4/28/20, 12:03 AM",INCOMING
"4/27/20, 1:53 PM",INCOMING
"4/26/20, 8:14 PM",INCOMING
"4/26/20, 7:06 PM",INCOMING
"4/26/20, 12:05 PM",INCOMING
"4/26/20, 8:35 AM",INCOMING
"4/26/20, 1:28 AM",INCOMING
"4/25/20, 4:11 PM",INCOMING
"4/25/20, 5:56 AM",INCOMING
"4/25/20, 1:42 AM",INCOMING
